"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1228029","occ","","","161494","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228030","occ","","","161494","Odontaspis","genus","34620","Middle Miocene","","15.97","11.608","52618"
"1228031","occ","","","161494","Cetorhinus maximus","species","170188","Middle Miocene","","15.97","11.608","52618"
"1228032","occ","","","161494","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52618"
"1228033","occ","","","161494","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228034","occ","","","161494","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228035","occ","","","161494","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228036","occ","","","161494","Carcharhinus priscus","species","280327","Middle Miocene","","15.97","11.608","52618"
"1228037","occ","","","161494","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52618"
"1228040","occ","","","161495","Hexanchus","genus","34526","Middle Miocene","","15.97","11.608","52618"
"1228041","occ","","","161495","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228042","occ","","","161495","Carcharhinus priscus","species","280327","Middle Miocene","","15.97","11.608","52618"
"1228043","occ","","","161495","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52618"
"1228044","occ","","","161495","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228045","occ","","","161495","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228046","occ","","","161495","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228047","occ","","","161495","Carcharhinus egertoni","species","246012","Middle Miocene","","15.97","11.608","52618"
"1228048","occ","","","161496","Hexanchus","genus","34526","Middle Miocene","","15.97","11.608","52618"
"1228049","occ","","","161496","Squalus","genus","34562","Middle Miocene","","15.97","11.608","52618"
"1228051","occ","","","161496","Squatina","genus","34570","Middle Miocene","","15.97","11.608","52618"
"1228052","occ","","","161496","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228053","occ","","","161496","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52618"
"1228054","occ","","","161496","Parotodus benedeni","species","280547","Middle Miocene","","15.97","11.608","52618"
"1228055","occ","","","161496","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228056","occ","","","161496","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228057","occ","","","161496","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228058","occ","","","161496","Scyliorhinus","genus","34663","Middle Miocene","","15.97","11.608","52618"
"1228059","occ","","","161496","Carcharhinus egertoni","species","246012","Middle Miocene","","15.97","11.608","52618"
"1228060","occ","","","161496","Carcharhinus priscus","species","280327","Middle Miocene","","15.97","11.608","52618"
"1228062","occ","","","161497","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52618"
"1228063","occ","","","161497","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52618"
"1228064","occ","","","161497","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1228065","occ","","","161497","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1228066","occ","","","161497","Scyliorhinus","genus","34663","Serravallian","","13.82","11.62","52618"
"1228069","occ","","","161498","Carcharocles megalodon","species","80603","Late Miocene","","11.608","5.333","52618"
"1228070","occ","","","161498","Isurus","genus","34613","Late Miocene","","11.608","5.333","52618"
"1228071","occ","","","161498","Carcharhinus priscus","species","280327","Late Miocene","","11.608","5.333","52618"
"1228072","occ","","","161499","Carcharhinus priscus","species","280327","Late Miocene","","11.608","5.333","52618"
"1228073","occ","","","161500","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52618"
"1228074","occ","","","161500","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1228075","occ","","","161500","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1228078","occ","","","161501","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52618"
"1228079","occ","","","161501","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1228080","occ","","","161501","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1228081","occ","","","161501","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52618"
"1228084","occ","","","161502","Carcharhinidae","family","83183","Middle Miocene","","15.97","11.608","52618"
"1228090","occ","","","161503","Carcharodon carcharias","species","83173","Early Pleistocene","","2.588","0.781","52618"
"1228091","occ","","","161503","Isurus oxyrhinchus","species","83168","Early Pleistocene","","2.588","0.781","52618"
"1228092","occ","","","161503","Carcharhinus","genus","34640","Early Pleistocene","","2.588","0.781","52618"
"1228168","occ","","","161520","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52628"
"1228171","occ","","","161522","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52631"
"1228174","occ","","","161524","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52633"
"1228176","occ","","","161524","Carcharias acutissima","species","97236","Serravallian","","13.82","11.62","52633"
"1228178","occ","","","161524","Isogomphodon","genus","34647","Serravallian","","13.82","11.62","52633"
"1228180","occ","","","161524","Squatina","genus","34570","Serravallian","","13.82","11.62","52633"
"1228181","occ","","","161524","Chaenogaleus","genus","34641","Serravallian","","13.82","11.62","52633"
"1228183","occ","","","161524","Galeocerdo aduncus","species","95928","Serravallian","","13.82","11.62","52633"
"1228184","occ","","","161524","Notorynchus","genus","83105","Serravallian","","13.82","11.62","52633"
"1228185","occ","","","161524","Rhizoprionodon","genus","34662","Serravallian","","13.82","11.62","52633"
"1228186","occ","","","161524","Rhizoprionodon taxandriae","species","280325","Serravallian","","13.82","11.62","52633"
"1228187","occ","","","161524","Sphyrna zygaena","species","83211","Serravallian","","13.82","11.62","52633"
"1228188","occ","","","161524","Hexanchus","genus","34526","Serravallian","","13.82","11.62","52633"
"1228189","occ","","","161524","Galeorhinus galeus","species","223923","Serravallian","","13.82","11.62","52633"
"1228190","occ","","","161524","Paragaleus","genus","34654","Serravallian","","13.82","11.62","52633"
"1228192","occ","","","161524","Hemipristis serra","species","83182","Serravallian","","13.82","11.62","52633"
"1228193","occ","","","161524","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52633"
"1228194","occ","","","161524","Carcharodon escheri","species","210112","Serravallian","","13.82","11.62","52633"
"1228195","occ","","","161524","Megascyliorhinus miocaenicus","species","83126","Serravallian","","13.82","11.62","52633"
"1228196","occ","","","161524","Sphyrna","genus","34664","Serravallian","","13.82","11.62","52633"
"1228197","occ","","","161524","Sphyrna","genus","34664","Serravallian","","13.82","11.62","52633"
"1228198","occ","","","161524","Isurus","genus","34613","Serravallian","","13.82","11.62","52633"
"1228200","occ","","","161524","Ginglymostoma","genus","34584","Serravallian","","13.82","11.62","52633"
"1228201","occ","","","161524","Sphyrna","genus","34664","Serravallian","","13.82","11.62","52633"
"1228203","occ","","","161525","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52633"
"1228205","occ","","","161525","Carcharias acutissima","species","97236","Serravallian","","13.82","11.62","52633"
"1228207","occ","","","161525","Isogomphodon","genus","34647","Serravallian","","13.82","11.62","52633"
"1228209","occ","","","161525","Squatina","genus","34570","Serravallian","","13.82","11.62","52633"
"1228210","occ","","","161525","Chaenogaleus","genus","34641","Serravallian","","13.82","11.62","52633"
"1228212","occ","","","161525","Galeocerdo aduncus","species","95928","Serravallian","","13.82","11.62","52633"
"1228213","occ","","","161525","Rhizoprionodon taxandriae","species","280325","Serravallian","","13.82","11.62","52633"
"1228214","occ","","","161525","Sphyrna zygaena","species","83211","Serravallian","","13.82","11.62","52633"
"1228215","occ","","","161525","Hemipristis serra","species","83182","Serravallian","","13.82","11.62","52633"
"1228216","occ","","","161525","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52633"
"1228217","occ","","","161525","Carcharodon escheri","species","210112","Serravallian","","13.82","11.62","52633"
"1228218","occ","","","161525","Isurus","genus","34613","Serravallian","","13.82","11.62","52633"
"1228230","occ","","","161527","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52633"
"1228232","occ","","","161527","Carcharias acutissima","species","97236","Serravallian","","13.82","11.62","52633"
"1228234","occ","","","161527","Isogomphodon","genus","34647","Serravallian","","13.82","11.62","52633"
"1228236","occ","","","161527","Squatina","genus","34570","Serravallian","","13.82","11.62","52633"
"1228237","occ","","","161527","Chaenogaleus","genus","34641","Serravallian","","13.82","11.62","52633"
"1228239","occ","","","161527","Galeocerdo aduncus","species","95928","Serravallian","","13.82","11.62","52633"
"1228240","occ","","","161527","Notorynchus","genus","83105","Serravallian","","13.82","11.62","52633"
"1228241","occ","","","161527","Rhizoprionodon","genus","34662","Serravallian","","13.82","11.62","52633"
"1228242","occ","","","161527","Rhizoprionodon taxandriae","species","280325","Serravallian","","13.82","11.62","52633"
"1228243","occ","","","161527","Sphyrna zygaena","species","83211","Serravallian","","13.82","11.62","52633"
"1228244","occ","","","161527","Hexanchus","genus","34526","Serravallian","","13.82","11.62","52633"
"1228246","occ","","","161527","Hemipristis serra","species","83182","Serravallian","","13.82","11.62","52633"
"1228247","occ","","","161527","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52633"
"1228248","occ","","","161527","Megascyliorhinus miocaenicus","species","83126","Serravallian","","13.82","11.62","52633"
"1228261","occ","","","161533","Carcharias acutissima","species","97236","Serravallian","","13.82","11.62","52633"
"1228262","occ","","","161533","Isogomphodon","genus","34647","Serravallian","","13.82","11.62","52633"
"1228263","occ","","","161533","Chaenogaleus","genus","34641","Serravallian","","13.82","11.62","52633"
"1228264","occ","","","161533","Notorynchus","genus","83105","Serravallian","","13.82","11.62","52633"
"1228265","occ","","","161533","Rhizoprionodon taxandriae","species","280325","Serravallian","","13.82","11.62","52633"
"1228266","occ","","","161533","Hemipristis serra","species","83182","Serravallian","","13.82","11.62","52633"
"1228267","occ","","","161533","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52633"
"1228269","occ","","","161533","Ginglymostoma","genus","34584","Serravallian","","13.82","11.62","52633"
"1228270","occ","","","161533","Sphyrna","genus","34664","Serravallian","","13.82","11.62","52633"
"1228497","occ","","","161611","Carcharhinus priscus","species","280327","Langhian","","15.97","13.82","52633"
"1228499","occ","","","161611","Carcharias acutissima","species","97236","Langhian","","15.97","13.82","52633"
"1228502","occ","","","161611","Squatina","genus","34570","Langhian","","15.97","13.82","52633"
"1228503","occ","","","161611","Chaenogaleus","genus","34641","Langhian","","15.97","13.82","52633"
"1228504","occ","","","161611","Galeocerdo aduncus","species","95928","Langhian","","15.97","13.82","52633"
"1228505","occ","","","161611","Notorynchus","genus","83105","Langhian","","15.97","13.82","52633"
"1228506","occ","","","161611","Rhizoprionodon taxandriae","species","280325","Langhian","","15.97","13.82","52633"
"1228508","occ","","","161611","Sphyrna zygaena","species","83211","Langhian","","15.97","13.82","52633"
"1228509","occ","","","161611","Paragaleus","genus","34654","Langhian","","15.97","13.82","52633"
"1228510","occ","","","161611","Hemipristis serra","species","83182","Langhian","","15.97","13.82","52633"
