"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Elasmobranchii&cc=ASI"
"Access Time","Fri 2017-02-03 22:50:36 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Elasmobranchii"
"","cc","ASI"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.239"
"Records Found","1367"
"Records Returned","1367"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1228028","occ","","","161494","Eugomphodus acutissima","species","183109","subjective synonym of, species not entered","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228029","occ","","","161494","Eugomphodus cuspidatus","species","183109","subjective synonym of, species not entered","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228030","occ","","","161494","Odontaspis volax","species","34620","species not entered","Odontaspis","genus","34620","Middle Miocene","","15.97","11.608","52618"
"1228031","occ","","","161494","Cetorhinus maximus","species","305803","","Cetorhinus maximus","species","170188","Middle Miocene","","15.97","11.608","52618"
"1228032","occ","","","161494","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52618"
"1228033","occ","","","161494","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228034","occ","","","161494","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228035","occ","","","161494","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228036","occ","","","161494","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Middle Miocene","","15.97","11.608","52618"
"1228037","occ","","","161494","Carcharhinus acanthodon","species","34640","species not entered","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52618"
"1228040","occ","","","161495","Hexanchus gigas","species","34526","species not entered","Hexanchus","genus","34526","Middle Miocene","","15.97","11.608","52618"
"1228041","occ","","","161495","Eugomphodus cuspidatus","species","183109","subjective synonym of, species not entered","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228042","occ","","","161495","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Middle Miocene","","15.97","11.608","52618"
"1228043","occ","","","161495","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52618"
"1228044","occ","","","161495","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228045","occ","","","161495","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228046","occ","","","161495","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228047","occ","","","161495","Carcharhinus egertoni","species","246012","","Carcharhinus egertoni","species","246012","Middle Miocene","","15.97","11.608","52618"
"1228048","occ","","","161496","Hexanchus gigas","species","34526","species not entered","Hexanchus","genus","34526","Middle Miocene","","15.97","11.608","52618"
"1228049","occ","","","161496","Squalus serriculus","species","34562","species not entered","Squalus","genus","34562","Middle Miocene","","15.97","11.608","52618"
"1228050","occ","","","161496","Pristiophorus sp.","genus","34566","","Pristiophorus","genus","34566","Middle Miocene","","15.97","11.608","52618"
"1228051","occ","","","161496","Squatina sp.","genus","34570","","Squatina","genus","34570","Middle Miocene","","15.97","11.608","52618"
"1228052","occ","","","161496","Eugomphodus cuspidatus","species","183109","subjective synonym of, species not entered","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228053","occ","","","161496","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52618"
"1228054","occ","","","161496","Parotodus benedeni","species","280547","","Parotodus benedeni","species","280547","Middle Miocene","","15.97","11.608","52618"
"1228055","occ","","","161496","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228056","occ","","","161496","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228057","occ","","","161496","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228058","occ","","","161496","Scyliorhinus kasenoi","species","34663","species not entered","Scyliorhinus","genus","34663","Middle Miocene","","15.97","11.608","52618"
"1228059","occ","","","161496","Carcharhinus egertoni","species","246012","","Carcharhinus egertoni","species","246012","Middle Miocene","","15.97","11.608","52618"
"1228060","occ","","","161496","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Middle Miocene","","15.97","11.608","52618"
"1228062","occ","","","161497","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52618"
"1228063","occ","","","161497","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52618"
"1228064","occ","","","161497","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1228065","occ","","","161497","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1228066","occ","","","161497","Scyliorhinus kasenoi","species","34663","species not entered","Scyliorhinus","genus","34663","Serravallian","","13.82","11.62","52618"
"1228069","occ","","","161498","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Late Miocene","","11.608","5.333","52618"
"1228070","occ","","","161498","Isurus haslalis","species","34613","species not entered","Isurus","genus","34613","Late Miocene","","11.608","5.333","52618"
"1228071","occ","","","161498","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Late Miocene","","11.608","5.333","52618"
"1228072","occ","","","161499","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Late Miocene","","11.608","5.333","52618"
"1228073","occ","","","161500","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52618"
"1228074","occ","","","161500","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1228075","occ","","","161500","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1228078","occ","","","161501","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52618"
"1228079","occ","","","161501","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1228080","occ","","","161501","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1228081","occ","","","161501","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52618"
"1228084","occ","","","161502","Carcharhinidae indet.","family","83183","","Carcharhinidae","family","83183","Middle Miocene","","15.97","11.608","52618"
"1228090","occ","","","161503","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Early Pleistocene","","2.588","0.781","52618"
"1228091","occ","","","161503","Isurus oxyrhinchus","species","83168","","Isurus oxyrhinchus","species","83168","Early Pleistocene","","2.588","0.781","52618"
"1228092","occ","","","161503","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Early Pleistocene","","2.588","0.781","52618"
"1228168","occ","","","161520","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52628"
"1228171","occ","","","161522","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52631"
"1233194","occ","","","162315","Phoebodus sp.","genus","34507","","Phoebodus","genus","34507","Late Famennian","","364.7","360.7","52868"
"1239070","occ","","","163207","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Miocene","","23.03","5.333","52569"
"1239072","occ","","","163209","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Tortonian","","11.62","7.246","52569"
"1281800","occ","","","170239","Squalicorax pristodontus","species","110987","","Squalicorax pristodontus","species","110986","Maastrichtian","","72.1","66","55540"
"1281801","occ","","","170239","Cretolamna biauriculate","species","34608","species not entered","Cretolamna","genus","34608","Maastrichtian","","72.1","66","55540"
"1281802","occ","","","170239","Myliobatoidea indet.","superfamily","125039","","Myliobatoidea","superfamily","111383","Maastrichtian","","72.1","66","55540"
"1298455","occ","","","73249","Safrodus tozeri","species","328387","","Safrodus tozeri","species","328387","Smithian","","251.3","247.2","56322"
"1298456","occ","","","73249","Polyfaciodus pandus","species","328389","","Polyfaciodus pandus","species","328389","Smithian","","251.3","247.2","56322"
"1298457","occ","","","73253","Omanoselache halli","species","328385","","Omanoselache halli","species","328385","Spathian","","251.3","247.2","56322"
"1298458","occ","","","73215","Omanoselache halli","species","328385","","Omanoselache halli","species","328385","Spathian","","251.3","247.2","56322"
"1298459","occ","","","73215","cf. Omanoselache sp.","genus","262009","","Omanoselache","genus","262009","Spathian","","251.3","247.2","56322"
"1298460","occ","","","73215","Safrodus tozeri","species","328387","","Safrodus tozeri","species","328387","Spathian","","251.3","247.2","56322"
"1298461","occ","","","73215","Safrodus cf. tozeri","species","328387","","Safrodus tozeri","species","328387","Spathian","","251.3","247.2","56322"
"1298462","occ","","","73215","Polyfaciodus pandus","species","328389","","Polyfaciodus pandus","species","328389","Spathian","","251.3","247.2","56322"
"1298463","occ","","","73229","Omanoselache halli","species","328385","","Omanoselache halli","species","328385","Spathian","","251.3","247.2","56322"
"1298464","occ","","","73229","Safrodus tozeri","species","328387","","Safrodus tozeri","species","328387","Spathian","","251.3","247.2","56322"
"1298465","occ","","","73229","Polyfaciodus pandus","species","328389","","Polyfaciodus pandus","species","328389","Spathian","","251.3","247.2","56322"
"1298466","occ","","","173256","cf. Omanoselache sp.","genus","262009","","Omanoselache","genus","262009","Spathian","","251.3","247.2","56322"
"1298467","occ","","","173256","Safrodus tozeri","species","328387","","Safrodus tozeri","species","328387","Spathian","","251.3","247.2","56322"
"1298468","occ","","","173257","Omanoselache n. sp. halli","species","328385","","Omanoselache halli","species","328385","Spathian","","251.3","247.2","56322"
"1298469","occ","","","173257","cf. Omanoselache sp.","genus","262009","","Omanoselache","genus","262009","Spathian","","251.3","247.2","56322"
"1298470","occ","","","173257","n. gen. Safrodus n. sp. tozeri","species","328387","","Safrodus tozeri","species","328387","Spathian","","251.3","247.2","56322"
"1298471","occ","","","173257","Safrodus cf. tozeri","species","328387","","Safrodus tozeri","species","328387","Spathian","","251.3","247.2","56322"
"1298472","occ","","","173257","n. gen. Polyfaciodus n. sp. pandus","species","328389","","Polyfaciodus pandus","species","328389","Spathian","","251.3","247.2","56322"
"1298473","occ","","","173257","cf. Amelacanthus sp.","genus","34480","","Amelacanthus","genus","34480","Spathian","","251.3","247.2","56322"
"1298474","occ","","","173258","Safrodus tozeri","species","328387","","Safrodus tozeri","species","328387","Spathian","","251.3","247.2","56322"
"1298475","occ","","","173258","Polyfaciodus pandus","species","328389","","Polyfaciodus pandus","species","328389","Spathian","","251.3","247.2","56322"
"1298476","occ","","","173259","Omanoselache halli","species","328385","","Omanoselache halli","species","328385","Spathian","","251.3","247.2","56322"
"1298477","occ","","","173259","Safrodus tozeri","species","328387","","Safrodus tozeri","species","328387","Spathian","","251.3","247.2","56322"
